Innsendt,Prosjektnummer,Bedriftsnavn,Prosjekttittel,Organisasjonsnummer,Fylke,Kommunenavn,Poststed,Søknad godkjent,Søknad avslått,Prosjektets fra-år,Prosjektets til-år,Vedtaksdato,Populærvitenskapelig sammendrag
9/19/2019,309120,BIRGER N HAUG AS,Automatløsning for inn- og utlevering av biler,952335863,ukjent,BÆRUM,SANDVIKA,NEI,NEI,2019,2021,,
9/19/2019,309130,FSV REDERI AS,Nye teknologi og metodikk for forankring av havbruksanlegg,821963842,Møre og Romsdal,MOLDE,MOLDE,NEI,NEI,2019,2022,,
9/19/2019,309132,SPORVEIEN AS,Geometritog-2019,915070434,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
9/19/2019,309136,BYGGSCORE AS,Utvikling av Boligkortet - et verktøy for drift og forvaltning av boliger - forlengelse,920991556,Oslo,BÆRUM,LYSAKER,NEI,NEI,2019,2020,,
9/20/2019,309142,NORDIC CLEAN PUMPS AS,NCP Gas-controller,914168171,Rogaland,HAUGESUND,HAUGESUND,NEI,NEI,2019,2020,,
9/20/2019,309143,VITBIT AS,Tørrfisk kjæledyr - Vitbit,918501592,Møre og Romsdal,HERØY,FOSNAVÅG,NEI,NEI,2019,2020,,
9/20/2019,309150,RADIONOR COMMUNICATIONS AS,Red Box,882136752,Trøndelag,TRONDHEIM,TRONDHEIM,NEI,NEI,2019,2020,,
9/20/2019,309151,KRISTOFFER SVALASTOG,Nord,997383338,ukjent,KRØDSHERAD,KRØDEREN,NEI,NEI,2019,2019,,
9/20/2019,309155,HELSE PRIVAT AS,Utvikling av chatbot for effektivisering av legekonsultasjon,922735093,Oslo,OSLO,OSLO,NEI,NEI,2019,2021,,
9/20/2019,309156,ALBATROSS IT CONSULTANTS AS,Skybasert medlemsløsning for norsk lagidrett,982684137,ukjent,BÆRUM,BEKKESTUA,NEI,NEI,2019,2021,,
9/20/2019,309160,MAARUD AS,Better for you,992873108,ukjent,SØR-ODAL,DISENÅ,NEI,NEI,2019,2021,,
9/20/2019,309164,QUIPBROKERS AS,Digital tjeneste for utleieutstyr til offshore og marin industri,988734055,ukjent,BERGEN,BERGEN,NEI,NEI,2019,2019,,
9/20/2019,309165,GLAVA AS,Prosjekt-19 Glava,912008754,ukjent,ASKIM,ASKIM,NEI,NEI,2019,2020,,
9/20/2019,309169,INTRAVA AS,Maskinlæringalgoritmer for datatransformasjoner og data modellering av eiendomsdata,921312555,Oslo,OSLO,OSLO,NEI,NEI,2019,2022,,
9/20/2019,309172,LILLEBAKK AS,"Sporing av varer, produkter og utstyr i sanntid",912172376,Møre og Romsdal,MOLDE,MOLDE,NEI,NEI,2019,2020,,
9/20/2019,309173,NETSECURITY AS,Netsecurity Security Operations Center,993856886,Oslo,OSLO,OSLO,NEI,NEI,2019,2021,,
9/20/2019,309174,SMART PACKAGING INDUSTRIES AS,Emballasjesystem for redusert pakkevolum av forbruksvarer,918069291,Oslo,OSLO,OSLO,NEI,NEI,2019,2021,,
9/20/2019,309179,NABO AS,Nabo: Helhetlig system for boligbyggelag og deres medlemmer.,919713461,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
9/20/2019,309180,CODY AS,Autonom landstrømstilkobling for skip,996658163,ukjent,SKIEN,SKIEN,NEI,NEI,2019,2022,,
9/20/2019,309183,LEVEL DIGITAL AS,Utvikling av spesialtilpasset datasystem,919533889,Rogaland,HAUGESUND,HAUGESUND,NEI,NEI,2019,2021,,
9/21/2019,309194,POLAR MILJØ AS,"Forbedre HMS, øke miljøbesparelser og effektivisere langtransport av treflis og restavfall",997418263,ukjent,SANDEFJORD,SANDEFJORD,NEI,NEI,2019,2020,,
9/22/2019,309209,HIDDEN AS,Hidden AR og plattforminfrastruktur,919846666,ukjent,HEMSEDAL,HEMSEDAL,NEI,NEI,2019,2021,,
9/23/2019,309210,MARITIME ROBOTICS AS,Autonome ubemannede luftfarkoster,888003142,Trøndelag,TRONDHEIM,TRONDHEIM,NEI,NEI,2019,2022,,
9/23/2019,309223,DOKKA FASTENERS AS,Dokka Smart Bolt Concept,942850999,ukjent,NORDRE LAND,DOKKA,NEI,NEI,2019,2019,,
9/23/2019,309232,PROPTECH AS,Digital boligtvilling som gir forbrukerne full kontroll over sine største verdier.,921793723,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
9/23/2019,309235,DOKKA FASTENERS AS,TailorPro 2019,942850999,ukjent,NORDRE LAND,DOKKA,NEI,NEI,2019,2019,,
9/23/2019,309245,FERNO MOBILITY AS,Nytt fangetransportkonsept,912507831,ukjent,HORTEN,SKOPPUM,NEI,NEI,2019,2019,,
9/24/2019,309390,JAKOB OG JOHAN DYBVIK AS,Dybvik 2,834417332,Møre og Romsdal,SULA,FISKARSTRAND,NEI,NEI,2019,2020,,
9/24/2019,309544,TAIL IT TECHNOLOGIES AS,Smalbånd,817870902,Trøndelag,TRONDHEIM,TRONDHEIM,NEI,NEI,2019,2020,,
9/25/2019,309713,SWIRE SEABED AS,USV Combi system,996161153,ukjent,BERGEN,BERGEN,NEI,NEI,2019,2022,,
9/25/2019,309848,NORICON AS,Neonate Digital Audio babycall (baby monitor) N65,984879199,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
9/26/2019,310199,BOKLISTEN.NO AS,Boksalg,912047385,ukjent,BÆRUM,EIKSMARKA,NEI,NEI,2019,2021,,
9/26/2019,310201,PRE STACK SOLUTIONS-GEO AS,Runes Algoritme,981636740,Oslo,OSLO,OSLO,NEI,NEI,2019,2021,,
9/26/2019,310203,MOREFISH AS,Utvikling av tjeneste for å samordne og bistå grundere innenfor havbruksnæringa,913803264,Trøndelag,TRONDHEIM,TRONDHEIM,NEI,NEI,2019,2020,,
9/26/2019,310207,KRANPROFFEN AS,Nye prinsipper for montering og vedlikehold av vindturbiner,917367620,ukjent,BERGEN,PARADIS,NEI,NEI,2019,2021,,
9/26/2019,310208,HYRE AS,Integrert app for delt bilhold,918719601,Oslo,OSLO,OSLO,NEI,NEI,2019,2019,,
9/26/2019,310209,VIKING ASSISTANCE GROUP AS,Utvikling av digitale tjenester for å øke veiassistansekapasiteten i alle ledd av servicekjeden,915996167,ukjent,BÆRUM,LYSAKER,NEI,NEI,2019,2021,,
9/26/2019,310211,PLANT TECH AS,Underjordisk dyrkeareal i Trondheim,920527965,Trøndelag,TRONDHEIM,TRONDHEIM,NEI,NEI,2019,2020,,
9/27/2019,310214,JACU AS,Skandinavisk kaffe,997579771,Møre og Romsdal,ÅLESUND,ÅLESUND,NEI,NEI,2019,2022,,
9/27/2019,310216,INNOVATION ENERGY AS,Use of electrochemical cells to reduce the environmental footprint of Oil wells Plug & Abandonment.,916609582,Trøndelag,TRONDHEIM,TRONDHEIM,NEI,NEI,2019,2022,,
9/27/2019,310220,EMPIRICAST AS,Empiricast programvare for prediksjoner,921607717,Oslo,OSLO,OSLO,NEI,NEI,2019,2019,,
9/27/2019,310222,EMPIRICAST AS,Empiricast åpen plattform for prediksjoner,921607717,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
9/27/2019,310223,KLINIKK BARCODE AS,System for valg av medisinsk behandling,921016034,Oslo,OSLO,OSLO,NEI,NEI,2019,2021,,
9/27/2019,310224,DUGNAD.AI AS,Digital plattform for organisering av frivillige,998793459,Oslo,OSLO,OSLO,NEI,NEI,2019,2021,,
9/27/2019,310225,AIT BJERCH AS,Utvikling av helhetlig bestilling- og ordrebehandlingssystem og tilhørende kundeportal,951723983,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
9/27/2019,310227,HYBEKO AS,Mobil kabelhåndteringsenhet for landstrøm til skip,991729380,ukjent,SKIEN,SKIEN,NEI,NEI,2019,2021,,
9/27/2019,310228,HYBEKO AS,Selvgående bomlift med utrustning for ras og sikringsarbeid.,991729380,ukjent,SKIEN,SKIEN,NEI,NEI,2019,2020,,
9/27/2019,310229,HYBEKO AS,Elektrifisering av bomlift,991729380,ukjent,SKIEN,SKIEN,NEI,NEI,2019,2020,,
9/27/2019,310230,SEABASED NORWAY AS,Project Next Wave,919648171,ukjent,PORSGRUNN,BREVIK,NEI,NEI,2019,2021,,
9/27/2019,310231,PERSONALOMSORG AS,Kriseportalen.no BEDRIFT OG ORGANISASJON,989244388,Møre og Romsdal,SYKKYLVEN,SYKKYLVEN,NEI,NEI,2019,2019,,
9/27/2019,310232,AGGS E&P AS,Ny algoritme for invertering av post-stack seismikk data og utvikling av stratigrafisk 3D kube,922255105,ukjent,BÆRUM,JAR,NEI,NEI,2019,2020,,
9/27/2019,310234,DREAMS NORDIC,Dreams Debt Repayment,919874090,Oslo,,OSLO,NEI,NEI,2019,2020,,
9/29/2019,310235,KOMPETANSESENTER FOR BRANN- OG DRIFTSPERSONELL AS,Læringsplattformen B2020,920298079,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
9/30/2019,310236,SUNNDALSPOTET AS,Videreføring SkatteFUNN,989486217,Møre og Romsdal,SUNNDAL,GRØA,NEI,NEI,2019,2020,,
9/30/2019,310241,ENERGOS TECHNOLOGY AS,Utvikling av en mini forbrenningsovn,917652902,ukjent,ARENDAL,ARENDAL,NEI,NEI,2019,2021,,
9/30/2019,310243,MILLS AS,Ny type påleggssalat,916987110,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
9/30/2019,310244,SEABER AS,Utvikling av en ny tjenesteplattform for eiere av fritidsbåter,917103046,ukjent,KRISTIANSAND,KRISTIANSAND S,NEI,NEI,2019,2020,,
9/30/2019,310246,ERIK TANCHE NILSSEN AS,Systemkomponenter for heldigital grafisk produksjon,819075832,ukjent,SKIEN,SKIEN,NEI,NEI,2019,2021,,
9/30/2019,310247,KJEØY RESEARCH & EDUCATION CENTER Walder,Hydrometallurgisk prosessering av Vanadium og nikkel,985457700,Nordland,LØDINGEN,VESTBYGD,NEI,NEI,2019,2020,,
9/30/2019,310248,O KAVLI AS,Råostens påvirkning på smelteostens kvaliteter,971142138,ukjent,BERGEN,BERGEN,NEI,NEI,2019,2020,,
9/30/2019,310249,SOLVER.NO AS,API basert styringsenhet,922865205,ukjent,ARENDAL,KOLBJØRNSVIK,NEI,NEI,2019,2020,,
10/1/2019,310252,ENVIROCLEAN SOLUTIONS AS,Utvikling av ny metode og utstyr for desinfisering,821471532,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
10/1/2019,310253,Kvarøy Fiskeoppdrett A/S,Blue markedstilpasset fòr v2.0,947672134,Nordland,LURØY,INDRE KVARØY,NEI,NEI,2019,2020,,
10/1/2019,310254,SALGSLAGET AS,Ny tjeneste for kompetanseutvikling hos lokalmatprodusenter,921597517,ukjent,ASKER,NESØYA,NEI,NEI,2019,2020,,
10/1/2019,310256,LOGISTIKKHUSET PLD AS,Løsning for integrasjon mellom ulike systemer for regnskap og logistikk innen varehandel,979600240,ukjent,SKEDSMO,LILLESTRØM,NEI,NEI,2019,2020,,
10/1/2019,310257,ITERA NORGE AS,Managed Cloud Services: En ny transformasjonsmodell for skytjenester,967948748,Oslo,OSLO,OSLO,NEI,NEI,2019,2021,,
10/1/2019,310258,MARLINK AS,Automated migrations and upgrades of maritime IT infrastructure,990362688,ukjent,BÆRUM,LYSAKER,JA,NEI,2019,2020,12/10/2019,This project will result in new methods for automated upgrades of maritime IT infrastructure.
10/2/2019,310260,AVANT INVEST AS,Workmate,913158598,Rogaland,SOLA,TANANGER,NEI,NEI,2019,2020,,
10/2/2019,310263,LUMINCODE AS,"Kameraenkoder med samtidig registrering av flere mekaniske 
frihetsgrader",918412530,Trøndelag,KLÆBU,KLÆBU,NEI,NEI,2019,2021,,
10/2/2019,310265,EZ SYSTEMS AS,Digital Experience Platform (DXP),981601564,Oslo,OSLO,OSLO,NEI,NEI,2019,2022,,
10/2/2019,310266,MUSTAD EIENDOM AS,Plattform for vesentlig forbedrede leietakertjenester,923265562,Oslo,OSLO,OSLO,NEI,NEI,2019,2021,,
10/3/2019,310267,BODONI AS,Fleksibel kundereiseløsning,981934318,ukjent,BERGEN,BERGEN,NEI,NEI,2019,2021,,
10/3/2019,310268,COMPANYCASTS AS,Streamingkoffert,917606714,Nordland,BODØ,BODØ,NEI,NEI,2019,2020,,
10/3/2019,310269,JAGTECH AS,MAPS Automatic,921962711,Trøndelag,TRONDHEIM,HEIMDAL,NEI,NEI,2019,2022,,
10/3/2019,310271,ARCHER AS,Ultrasound Imaging Platform del 3,934361156,Rogaland,SANDNES,SANDNES,JA,NEI,2019,2019,,"Bergen Technology Center, et datterselskap av Archer, har gjennom flere år utviklet innovative løsninger for ultralyd inspeksjon av oljebrønner, bl.a. gjennom å tilpasse elementer fra medisinsk ultralydteknologi for de ekstreme forholdene en møter i en oljebrønn med hensyn på trykk og temperatur. I dette prosjektet er hovedfokus å videreutvikle denne plattformen med hensyn på robusthet og ytelse. 

Mer konkret vil vi utvikle mer robust elektronikk og ny embedded SW som vil forlenge levetiden i høye temperaturer, redusere nedetid og servicekostnader samt det vil gi mulighet for å øke temperaturspesifikasjonen til verktøyet i fremtiden. En ny og bedre dybdedekoder-løsning vil gi oss operasjonelle forbedringer da den nye løsningen vil være mer fleksibel og bedre tilpasset alle de ulike dybdeløsningene en kan møte på. Videre vil mer robust sensormekanikk gjøre at vi kan si ja til jobber hvor vi vet mekanikken blir utsatt for større bøyekrefter enn tidligere. Sist, men ikke minst, så vil mer kunnskap om hvordan vi kan forbedre kommunikasjonsløsningen være svært verdifullt da det vil gi oss mulighet til å overføre mer data i fremtiden, noe som igjen vil gi oss enda bedre sanntid kvalitet på ultralydbildene."
10/3/2019,310275,FOLLA MARITIME SERVICE AS,FollaWorks with electrical propulsion,911591286,Trøndelag,FLATANGER,FLATANGER,NEI,NEI,2019,2020,,
10/3/2019,310276,GREINDX AS,A novel liquid biopsy system,921835876,Oslo,OSLO,OSLO,NEI,NEI,2019,2022,,
10/4/2019,310279,ARCHER AS,Forbedret analyse og prosessering av data fra ultralyd loggeverktøy,934361156,Rogaland,SANDNES,SANDNES,JA,NEI,2019,2019,,"Bergen Technology Center, et datterselskap av oljeserviceselskapet Archer, har gjennom flere år utviklet innovative løsninger for ultralyd inspeksjon av oljebrønner, bl.a. gjennom å tilpasse elementer fra medisinsk ultralydteknologi til de ekstreme forholdene en møter i en oljebrønn. Tjenester basert på denne teknologien går under merkevarenavnet 'SPACE'. 

I dette prosjektet er hovedfokus å utvikle og implementere avansert dataprosessering og algoritmer for å ytterligere forbedre oppløsningen av ultralydbildene og parametervisualiseringen som blir presentert innen 'SPACE'-tjenesten. Dette vil gjøre det mulig å identifisere og visualisere små artefakter og skader i oljebrønnen på en enda bedre måte enn idag. Dermed vil vi kunne levere nye og forbedrede tjenester knyttet til både korrosjonsevaluering og avbildning."
10/4/2019,310282,COSIN AS,Smart IOT,921331398,Oslo,OSLO,OSLO,NEI,NEI,2019,2022,,
10/4/2019,310284,SAFEMATE AS,Revolusjonerende mobil trygghetsalarm,996806669,Oslo,OSLO,OSLO,NEI,NEI,2019,2021,,
10/4/2019,310285,FOURPHASE AS,Utvikling av automatisert sirkulasjons loop og operasjonssenter,998191742,ukjent,BERGEN,KOKSTAD,NEI,NEI,2019,2020,,
10/4/2019,310286,DSS CONSULTING AS,Logistikkhåndteringssystem,947961497,Rogaland,SOLA,STAVANGER,NEI,NEI,2019,2020,,
10/4/2019,310287,AS BOLAKS,Thermolicer III,930391328,ukjent,FUSA,EIKELANDSOSEN,NEI,NEI,2019,2020,,
10/4/2019,310289,NORWEGIAN LOGISTICS AS,Ny sanntids beslutningsplattform,982018846,Oslo,OSLO,OSLO,NEI,NEI,2019,2021,,
10/7/2019,310295,CERMAQ NORWAY AS,Strategies for dietary antioxidants and pigmentation for farmed salmon under Arctic conditions,961922976,Nordland,STEIGEN,NORDFOLD,NEI,NEI,2019,2021,,
10/7/2019,310297,BERGEN KINO AS,Interaktiv publikumsplattform for kinobransjen,983489257,ukjent,BERGEN,BERGEN,NEI,NEI,2019,2021,,
10/7/2019,310298,FOURPHASE AS,Konseptutvikling av subsea sandfjerningsenhet,998191742,ukjent,BERGEN,KOKSTAD,NEI,NEI,2019,2019,,
10/7/2019,310300,UNICUS HOLDING AS,Datascience - dra fordel av autismens positive særtrekk,921053118,ukjent,BÆRUM,LYSAKER,NEI,NEI,2019,2020,,
10/8/2019,310302,AQUA HARVEST SOLUTIONS AS,Atmox-RAS,911767813,Rogaland,KLEPP,ORRE,NEI,NEI,2019,2021,,
10/8/2019,310303,BOUVET NORGE AS,Applikasjon for digitalisering av feltarbeiders hverdag ved hjelp av augmented reality,996756246,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
10/8/2019,310306,ZILENTO AS,Utvikling av styöhus-produkt,922031193,ukjent,SARPSBORG,BORGENHAUGEN,NEI,NEI,2019,2019,,
10/9/2019,310311,ENTAIL AS,HeiRobot!,920868797,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
10/9/2019,310312,ALNA AS,Utvikling og uttesting av nye emballasjetyper som kan bidra til å redusere eller erstatte plast.,984979193,ukjent,VESTBY,VESTBY,JA,NEI,2019,2021,,"Prosjektet går ut på å teste ut fremtidens emballasjen med målsetning om å:
- redusere bruken av plast.
- øke sortering av plast.
- øke resirkulering av plast."
10/9/2019,310314,AF GRUPPEN NORGE AS,Energy Analytics,938333572,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
10/9/2019,310317,AQUAGEN AS,Skybasert forskningsplattform,964367701,Trøndelag,HEMNE,KYRKSÆTERØRA,NEI,NEI,2019,2021,,
10/9/2019,310318,DEFA AS,DeConnM3 - Tilkoblingsutstyr for EV og PEHV.,945692758,ukjent,NES,NESBYEN,NEI,NEI,2019,2020,,
10/9/2019,310320,ACTIO IP AS,Utvikling av portal for automatisering av prosess med søk og innsending av varemerkesøknader globalt,893938192,ukjent,BERGEN,BERGEN,NEI,NEI,2019,2021,,
10/10/2019,310322,BERTEL O. STEEN POWER SOLUTIONS NORWAY AS,MKE-LNF,975821994,ukjent,BERGEN,BERGEN,NEI,NEI,2019,2020,,
10/10/2019,310323,ONTIME NETWORKS AS,Utvikling av switch med integrert grafikk og datalagringss funksjonalitet,989524879,Oslo,OSLO,OSLO,JA,NEI,2019,2020,12/23/2019,"OnTime Networks er et selskap som utvikler, produserer og selger avanserte og robuste datakommunikasjonsprodukter til  krevende kunder innenfor telekom-, fly-, forsvars- og subsea industrien. Ontime Networks har tidligere kun fokusert på å utvikle nettverksprodukter, switcher og rutere med tidsynkroniseringsfunksjonalitet. Vi har identifisert et behov i markedet for mer avanserte produkter der man kombinerer nettverksfunksjonalitet med video-distribusjon/prossessering/lagring funksjonalitet i et produkt. I første omgang planlegger Selskapet å ta frem en ny Ethernet switch plattform som kan benyttes i militære kjøretøy og som vi har gitt navnet CM-6200-COMe."
10/10/2019,310324,GREENSHORE AS,Håndtering av slam fra landbaserte anlegg,919613106,Møre og Romsdal,KRISTIANSUND,KRISTIANSUND N,NEI,NEI,2019,2020,,
10/10/2019,310326,MK EVOL AS,BossTracks,820626842,ukjent,ALTA,ALTA,NEI,NEI,2019,2020,,
10/10/2019,310327,BKK AS,Utvikling av ny tjeneste for elektrifisering av fiskeoppdrett,880309102,ukjent,BERGEN,BERGEN,NEI,NEI,2019,2020,,
10/10/2019,310329,CONDITIONALL AS,Ventil 4.0,923440437,ukjent,BERGEN,FLAKTVEIT,NEI,NEI,2019,2021,,
10/10/2019,310330,SON VENIN AS,Jour_Nuit,918444726,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
10/11/2019,310331,WEST MARITIME AS,BreSea,976197895,Møre og Romsdal,HERØY,FOSNAVÅG,NEI,JA,2019,2021,,
10/11/2019,310333,INSTITUTT FOR ENERGITEKNIKK,Rammeverk for modeller innen strømning og termodynamikk,959432538,ukjent,SKEDSMO,KJELLER,NEI,NEI,2019,2021,,
10/11/2019,310334,"HEGSTAD, VIKEN OG BLAKSTAD AS",Produksjonsteknologi for vegan-produkter,916563191,Trøndelag,FROSTA,FROSTA,NEI,NEI,2019,2021,,
10/11/2019,310338,CHSNOR AS,TDG,988522082,ukjent,RINGSAKER,MOELV,NEI,JA,2019,2020,,
10/11/2019,310339,LYDBOKFORLAGET AS,Utvikling av brukertilpasset distribusjon av lydbøker,945872357,Oslo,OSLO,OSLO,JA,NEI,2019,2021,,"Bakgrunnen for prosjektet er at vi ønsker å utvikle løsninger som forbedrer måten vi distribuerer lydbøker. Vi ønsker å gjøre lydbøker mer tilgjengelige for forbrukerne ved å utvikle løsninger som tar i bruk ny teknologi. Samtidig ønsker vi å øke brukeropplevelsen og gjøre det enklere for forbrukere å lytte til lydbøker.

Rent konkret er det tre teknologier vi vil studere og utvikle løsninger med i dette prosjektet. Alle er relatert til hvordan vi distribuerer lydbøker til forbrukerne. Disse tre teknologiene er stemmestyring, maskinlæring og avspilling i nye medier. Årsaken til at vi har valgt å jobbe med disse tre teknologiene i samme prosjekt er at de alle henger sammen og vil bli utviklet i samme programvare."
10/13/2019,310340,INTEGRATE RENEWABLES AS,Utvikling mikronett og energiløsninger,913477715,Rogaland,STAVANGER,STAVANGER,NEI,NEI,2019,2021,,
10/13/2019,310341,STYGGPENT AS,ment for under utvikling,998823137,ukjent,LILLEHAMMER,FÅBERG,NEI,NEI,2019,2019,,
10/14/2019,310342,ALBERT COLLETT,Innovasjon Salsnes,911074184,Trøndelag,NAMSOS,BANGSUND,NEI,NEI,2019,2019,,
10/14/2019,310344,PAN VISION NORGE AS,Ny løsning for økt varesortiment og redusert leveringstid av dataspill og spilltilbehør.,974484544,ukjent,OPPEGÅRD,KOLBOTN,NEI,NEI,2019,2021,,
10/15/2019,310354,TIZIR TITANIUM & IRON AS,Stabilitet på forreduksjon,934505557,ukjent,ODDA,TYSSEDAL,NEI,NEI,2019,2020,,
10/15/2019,310356,INFERNO METAL FESTIVAL,Økt verdiskaping Inferno og Beyond the Gates,995550261,Oslo,OSLO,OSLO,NEI,NEI,2019,2019,,
10/15/2019,310357,BYGGMESTER B.O.B. AS,Integrert takmoduler for produksjon av fornybar energi.,992571772,Rogaland,STAVANGER,STAVANGER,NEI,NEI,2019,2022,,
10/16/2019,310364,KRIVI-VEV AS,Lyddemping med stil og norsk ull.,992030518,Møre og Romsdal,TINGVOLL,TINGVOLL,NEI,NEI,2019,2022,,
10/16/2019,310366,STRAEN ENERGY AS,CSU,819829322,Rogaland,STAVANGER,STAVANGER,NEI,NEI,2019,2021,,
10/17/2019,310367,BERGEN METAL FEST,Økt verdiskaping Inferno og Beyond the Gates,890299032,ukjent,,,NEI,NEI,2019,2019,,
10/17/2019,310368,ANIMER ANIMATION STUDIO AS,Flyttet: Utvikling av prosjektstyringsverktøy for animasjonsbransjen,923488391,Oslo,OSLO,OSLO,JA,NEI,2019,2020,,Målet med prosjektet er å utvikle et fullstendig prosjektstyringsverktøy med en rekke ny funksjonalitet.
10/18/2019,310371,FILM IN NORWAY AS,Film In Norway - Innovasjon Salsnes,996764702,Trøndelag,TRONDHEIM,TRONDHEIM,NEI,NEI,2019,2019,,
10/18/2019,310372,WEATHERPROTECT AS,WeatherProtect - Værbeskyttelse 2.0,915228186,ukjent,EIDSVOLL,MINNESUND,NEI,NEI,2019,2020,,
10/18/2019,310373,NORDRILL AS,19-004,985752605,ukjent,,,NEI,NEI,2019,2020,,
10/18/2019,310374,INFOWORKER AS,InfoShare Teams Control,899135342,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
10/19/2019,310380,FABELAKTIV AS,Fabelaktiv- Innovasjon Salsnes,938197512,ukjent,HAMAR,HAMAR,NEI,NEI,2019,2019,,
10/20/2019,310382,NORDIC TRUSTEE AS,NT - HUB; utvikling av digital løsning og nye automatiserte funksjonaliteter basert på AI,963342624,Oslo,OSLO,OSLO,NEI,NEI,2019,2021,,
10/21/2019,310384,SAFE VIDEO COMMUNICATION AS,Safe Video Communications,917463476,Oslo,OSLO,OSLO,NEI,NEI,2019,2022,,
10/21/2019,310388,PRIOS KOMPETANSE AS,Follow-Up applikasjoner,917995982,Trøndelag,STEINKJER,STEINKJER,NEI,NEI,2019,2020,,
10/22/2019,310393,TAGA FOODS AS,Ny database for optimale beslutninger og styringsverktøy i salgsledelse i nåtid,882818322,Trøndelag,TRONDHEIM,TRONDHEIM,NEI,NEI,2019,2021,,
10/22/2019,310399,GREY AREA AS,Teoriplatform for nye markeder,915695396,ukjent,VADSØ,VADSØ,NEI,NEI,2019,2021,,
10/22/2019,310400,HELLAND MEKANISKE AS,Silo,943463484,Rogaland,GJESDAL,ÅLGÅRD,NEI,NEI,2019,2021,,
10/22/2019,310401,HELLAND MEKANISKE AS,Fôrautomat,943463484,Rogaland,GJESDAL,ÅLGÅRD,NEI,NEI,2019,2020,,
10/22/2019,310403,MER FILM AS,Utvikling av SaaS-løsning for ny distribusjonsmåte,996953556,ukjent,TROMSØ,TROMSØ,NEI,NEI,2019,2021,,
10/23/2019,310407,XPRO AS,Nytt prosjektstyringsverktøy,917877165,Møre og Romsdal,MOLDE,MOLDE,NEI,NEI,2019,2020,,
10/23/2019,310409,RØROS F&B GROUP AS,Nye prosesser og nye produkter,912701581,Trøndelag,RØROS,RØROS,NEI,NEI,2019,2020,,
10/23/2019,310413,CHSNOR AS,TDG V2,988522082,ukjent,RINGSAKER,MOELV,NEI,JA,2019,2020,,
10/23/2019,310414,TROLL MUSHING AS,Internasjonal utvikling og produksjon av utstyr for hundekjøring på barmark og snø.,994188852,Trøndelag,RØROS,RØROS,NEI,NEI,2019,2022,,
10/24/2019,310416,NAMRON AS,Ny plattform for en enklere og bedre kundereise innen elektrotjenester,971133899,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
10/24/2019,310418,JOYMO AS,BREDDEIDRETTENS LIVESTREAM OG ANALYSEVERKTØY,916959311,Oslo,OSLO,OSLO,NEI,NEI,2019,2019,,
10/24/2019,310420,NORAPPS AS,Universell utforming av fotballsystem,918850511,ukjent,BERGEN,KOKSTAD,NEI,NEI,2019,2020,,
10/24/2019,310421,HENCHMAN & GOON AS,Sinking to the Surface,998790948,ukjent,BERGEN,BERGEN,NEI,NEI,2019,2021,,
10/25/2019,310426,BOUVET NORGE AS,Autonom robotsandblåsing av rør-spooler,996756246,Oslo,OSLO,OSLO,NEI,NEI,2019,2020,,
10/25/2019,310427,YETI SNOW TECHNOLOGY AS,Kontrollsystem for planlegging og gjennomføring av arbeidsoppgaver med selvkjørende kjøretøy,915965075,ukjent,KONGSBERG,KONGSBERG,NEI,NEI,2019,2021,,
10/25/2019,310431,VAKTMESTERKOMPANIET AS,Styring- og kvalitetssystem for automatisering av vintertjenester,911935589,Oslo,OSLO,OSLO,NEI,NEI,2019,2021,,
10/25/2019,310432,SANNSYN AS,TellusR søkeberikelse,911727552,Oslo,OSLO,OSLO,NEI,NEI,2019,2019,,
10/25/2019,310433,SENSOCURE AS,BioAlert,997608445,ukjent,HORTEN,SKOPPUM,NEI,NEI,2019,2021,,
10/27/2019,310442,RØROS SLAKTERI AS,Variabler som påvirker kvalitet på lammekjøtt,947979248,Trøndelag,RØROS,RØROS,NEI,NEI,2019,2021,,
10/27/2019,310443,KARMØY WINCH AS,Sikrere operasjon med undervanns arbeidskurv,981151135,Rogaland,KARMØY,KOPERVIK,NEI,NEI,2019,2020,,
10/28/2019,310447,FOSSLI AS,Tarmhelse Atlantisk laks,937280017,Trøndelag,FROSTA,FROSTA,NEI,NEI,2019,2021,,
10/28/2019,310448,HAYK AS,Utvikle tjeneste innen deling av mobilitetressurser der utnyttelsesgrad forbedres med maskinlæring.,919359412,ukjent,SKEDSMO,SKEDSMOKORSET,NEI,NEI,2019,2021,,
