Innsendt dato,Prosjektnummer,Bedriftsnavn,Prosjekttittel,Organisasjonsnummer,Fylke,Kommunenavn,Poststed,Søknad godkjent,Søknad avslått,Vedtaksdato,Prosjektets fra-år,Prosjektets til-år,Bransje,Populærvitenskapelig sammendrag
9/1/2020,320088,4HUMAN TQM AS,TQMHRKS,984036736,Vestfold og Telemark,Skien,SKIEN,JA,NEI,12/15/2020,2020,2021,IKT-næringen,4Human TQM AS utvikler nye verktøy for å forbedre den digitale hverdagen.
9/1/2020,320089,JOOK AS,SoilMate Leveler - presisjonsverktøy for bedre agronomi,922274320,Vestfold og Telemark,Holmestrand,SANDE I VESTFOLD,JA,NEI,11/20/2020,2020,2021,Landbruk,"SoilMate Leveler er et presisjonsverktøy for innstilling og drift av landbruksredskap, og gir bonden i traktoren informasjon om hvordan redskapen går i forhold til traktor og underlaget maskinen opererer på.

Teknologien består av sensorer som måler posisjoner og vinkler, og presenterer løpende målinger for operatøren.

Utviklingen av idéen startet i 2019 og i dette prosjektet skal det utvikles en prototype 2. 

SoilMate Leveler patentsøkt og er per dato Patent Pending.

Målsetningen med prosjektet er å utvikle en kommersialiserbar løsning for 2021."
9/1/2020,320091,ZWIPE AS,Zwipe Pay One,894622032,Oslo,Oslo,OSLO,NEI,JA,12/14/2020,2020,2021,IKT-næringen,"Zwipe has partnered with Idemia, one of the world"
9/1/2020,320092,GILBO INVEST AS,Automatisering av innkallinger og rapportering BHT og andre tjenester med syklusbasert innkalling.,961976758,Oslo,Oslo,OSLO,NEI,JA,10/30/2020,2020,2020,Helsenæringen,Automatisering av innkallinger til periodiske kontroller innenfor helse og service. Endring og avbestilling av oppsatte timer uten kommunikasjon med personale. Koblinger mot spørreundersøkelser for kartlegging i forkant. Oversikt over kapasitet og utnyttelse samt generering av rapporter.
9/1/2020,320094,VELDE PUKK AS,Vannrenseanlegg,914995531,Rogaland,Sandnes,SANDNES,NEI,JA,11/13/2020,2020,2022,"Bygg, anlegg og eiendom",Vi skal utvikle en renseprosess for anleggsvann.
9/1/2020,320095,INFORM MEDIA NORGE AS,Studentplattform,992520612,Vestland,Bergen,KOKSTAD,JA,NEI,12/6/2020,2020,2021,Annen tjenesteyting,"Prosjektet utvikler en digitale interaktiv møte plass for studenter seg imellom, leverandørmarkedet mot studenter, studenter  og næringsliv. Den digitale arena tilbyr studentrettede produkter og tjenester."
9/1/2020,320096,CARBOLINE NORGE AS,Miljøvennlig og komplett malingssystem for beskyttelse av vindturbinblader,980488683,Viken,Lier,LIERSTRANDA,JA,NEI,10/21/2020,2020,2022,Energi,Carboline Norge AS skal i dette prosjektet utvikle et miljøvennlig og komplett malingssystem for beskyttelse av vindturbinblader
9/1/2020,320099,VELDE BETONG AS,Ny metode for sementfangst,992837012,Rogaland,Sandnes,SANDNES,JA,NEI,12/18/2020,2020,2022,"Bygg, anlegg og eiendom",Vi skal utvikle en metode for å fange opp uhydratisert sement fra gammel betong.
9/1/2020,320101,VELDE GULV AS,Metode for simulering av optimale værforhold ved betongstøping,917324980,Rogaland,Sandnes,SANDNES,NEI,JA,12/2/2020,2020,2022,"Bygg, anlegg og eiendom",Det skal utvikles en metode for simulering av værforhold under betongstøping.
9/1/2020,320102,BUILDIT AS,"3K - Kvalitet, kostnader og kontroll - Forlengelse",997090462,Oslo,Oslo,OSLO,NEI,JA,12/3/2020,2020,2021,"Bygg, anlegg og eiendom","Buildit AS utvikler, drifter og vedlikeholder programvare for prosjektstyring, eiendomsforvaltning, kontaktforvaltning, kalkulasjon og kvalitetssikring. Våre systemer ivaretar dokumentasjon av eiendommer og bygninger med historikk i hele livsløpet.

Buildit AS hadde til 2019 godkjenning for et skattefunnprosjekt, og vi søker her forlenget godkjenning.  Prosjektet har gitt oss ny og viktig kompetanse, de resultatene vi har presentert har fått meget god mottakelse, og vi er blitt langt tryggere på at vi er på riktig vei.
Posjektet har samtidig også vært vanskeligere enn vi forestilte oss. Det er forhold som krever ytterligere utforskning for at ny kunnskap kan bygges inn i løsninger som kan kommersialiseres. 

I skattefunnprosjektet skal vi utvikle ny kunnskap og forståelse om dataflyt og grensesnittet mellom vareprodusenter, prosjekterende og utførende, og betydningen for styring av byggeprosjekter. Den nye kompetansen skal gjøre oss i stand til å utvikle bedre fagsystemer som understøtter og effektiviserer informasjonsflyten hos entreprenører, og som kan gi bedre styring av kvalitet, kostnader og avvikshåndtering i byggeprosjekter.  

Prosjektet er et stort kunnskapsmessig løft for Buildit. Prosjektet må gjennomføres med en forskningsbasert tilnærming, med grundige analyser og studier.  Vi må bruke tid internt og sammen med samarbeidspartnere for å utvikle ny kunnskap og forståelse. Vi må gjøre intervju- og feltstudier i et helt annet omfang enn det som er vanlig i våre ordinære leveranser. Vi får ikke kunder til å betale for den intensive FoU-innsats som må legges inn i prosjektet. Derfor er Skattefunn svært viktig for Buildit i realisering av prosjektet."
9/1/2020,320103,CSAM HEALTH AS,"Elektroniske samhandlingsverktøy for graviditet, fødsel og tidlig barndom.",988054313,Viken,Bærum,LYSAKER,JA,NEI,11/16/2020,2020,2021,Helsenæringen,"CSAM har i dag 4 forskjellige verktøy for å understøtte føde/barsel (primærområde sykehus/helse stasjon). Alle verktøyene er over tid etablert og utviklet i nært samarbeid med ledende sykehus innfor føde/barsel
området (Universitetssykehus i Norge, Norbotten Län, Universitetssykehus i Finland etc.). Disse verktøyene har alle til formål å understøtte den samme prosessen for føde/barsel, men har gjennom de ulike fagmiljøene utviklet
seg i forskjellige retninger mht. prosess- støtte, registreringsomfang, nasjonal rapportering og automasjon. I tillegg til dette er det utviklet nye prosesser og metoder i andre land. Førende for dette er eks. metoder og modeller fra UK
og USA, som foreløpig ikke er særlig utbredt i de nordiske land og som derav pt. ikke er etablert inn i de nordiske digitale løsninger. Fra det tidspunktet en blir gravid og tidsperioden gjennom graviditet og frem til fødsel (svangerskap) finnes det i dag mange interaksjonspunkter mellom pasienten (eller bedre definert som kunden) og ulike deler av
helsetjenesten (eller bedre definert som leverandørene). Denne delen av fødselsomsorgen håndteres i dag av et analogt helsekort for gravide i Norge (tilsvarende men ikke like modeller i andre land) og er et analogt ikke kommuniserende eller prosess støttende verktøy for denne viktige delen av et menneskes liv. Gjennom svangerskapet, svangerskapsomsorgen, har en behov for digitale verktøy som CSAM vil frembringe.
CSAM har i dag applikasjonskomponenter som støtter deler av ovenfor nevnte områder og i ulike deler av svangerskapsprosessen samt i ulike land. Disse delene vil inkluderes i en helhetlig tilnærming til digitale verktøy for gravide som nå må defineres og utvikles.
CSAM ser det som naturlig, og påkrevet, at løsninger som dokumenterer den første delen av livet også følger tidlig oppvekst og knytter disse to delene av livet sammen. Dette delmålet vil definere de behov en har for digitale
verktøy og utvikle slike løsninger for denne delen av livsfasen."
9/1/2020,320104,MOWI ASA,Storskala validering av tubenot som forebyggende tiltak mot lakselus,964118191,Vestland,Bergen,BERGEN,NEI,JA,11/10/2020,2020,2022,Fiskeri og havbruk,"Lakselus er næringens og Mowi sin største utfordring, og metodene for å kontrollere parasitten er ofte forbundet
med svekket fiskevelferd og økt dødelighet for laksen. Det er stadig sterkt fokus på utvikling og dokumentasjon av effektive og kostnadseffektive forebyggende løsninger, og tubenot er det mest effektive forebyggende tiltak på markedet. Det er forbundet med en del operasjonelle utfordringer, men disse jobber vi med å løse i parallelle utviklingsprosjekter. I det omsøkte skattefunnprosjektet skal vi validere på et bredt spekter av lokaliteter hvilken verdi prinsippet tubenot kan gi Mowi sin oppdrettsvirksomhet.

Det omsøkte prosjektet skal dokumentere konseptet tubenot og i første omgang hvor effektivt en 16m dyp tube forebygger mot lus, og om reduksjon i påslag kan omsettes i et lavere antall avlusingsoperasjoner. Metoden skal også, under et bredt spekter av lokalitetsforhold, dokumenteres med hensyn på påvirkning på fiskevelferd, vannkvalitet og merdmiljø, fiskehelse- og velferd, samt operasjonell kompleksitet (ressursbehov og kostnad). Vi skal gjennomføre valideringen både med bruk av tubenot fra smoltutsett, men også ved splitting av fisk inn i tubenot ved sortering, slik at begge de mest relevante driftsformene for bruk av tubenot kan valideres i stor skala."
9/1/2020,320106,NORBIT SUBSEA AS,Surveillance Sonar,994353098,Trøndelag - Trööndelage,Trondheim,TRONDHEIM,JA,NEI,11/27/2020,2020,2021,Maritim,Prosjektet består i å utvikle en pilot sonar for overvåkning av undervannsobjekter.
9/1/2020,320107,FRISKGÅRDEN NAMDAL AS,Lønnsom lærling,984781121,Trøndelag - Trööndelage,Grong,GRONG,JA,NEI,12/13/2020,2020,2022,Annen tjenesteyting,"Målet er å bidra til robuste, lønnsomme lærlinger."
9/1/2020,320108,ENVIRONMENTAL TECHNOLOGY AS,Ny pumpeteknologi med lukket system,986680020,Rogaland,Sandnes,SANDNES,JA,NEI,12/15/2020,2020,2022,Olje og gass,Det skal utvikles et nytt pumpesystem
9/1/2020,320109,VELDE ASFALT AS,Utlegging av asfalt med 100 % gjenvunnet masse,988328731,Rogaland,Sandnes,SANDNES,NEI,JA,11/17/2020,2020,2022,"Bygg, anlegg og eiendom",Det utvikles ny teknikk og metodikk for utlegging og bearbeiding av gjenvunnet asfalt.
9/1/2020,320110,DEADLINE MEDIA & FILM AS,Gaia Vesterålen,918616209,Nordland,Sortland,SORTLAND,JA,NEI,11/27/2020,2020,2023,Media og kultur,"Museer skal ikke bare bevare fortiden - de er også en aktør i nåtiden med potensial til å bidra til samfunnsendring. Prosjektet Gaia Vesterålen (GV) har som formål å bidra til en bærekraftig utvikling av lokalsamfunn ved å kombinere samproduksjon, og eksisterende og nytt innhold i museer ved hjelp av banebrytende teknologiske løsninger."
9/1/2020,320111,PLAATO TECHNOLOGIES AS,"System for monitorering av gjæringsprosesser på industriell skala i
bryggeribransjen",923719377,Oslo,Oslo,OSLO,NEI,JA,11/24/2020,2020,2020,Næringsmiddelindustri,"Prosjektet er fokusert på utvikling og kommersialisering av en metode for å benytte sensordata av CO2-produksjon til å beregne prosesskritiske parametre i industriell- og småskalaproduksjon av øl.

Teknologien gir bryggerier mulighet til å overvåke gjæringsprosessen i sanntid, samt benytte innhentet rådata til å analysere og optimalisere prosessen for bedre kvalitet og repeterbarhet til en lavere pris enn eksisterende løsninger tilbyr.
Teknologien baseres på en metode for å ikke-invasivt måle flyt av CO2 fra gjæringsprosesser. Utfordringene har blant annet ligget i krav til næringsmiddelgodkjente materialer, nøyaktighet i en ellers relativt ukontrollerbar prosess og i utvikling av estimeringsalgoritmer for beregning av parametre viktig for bryggeriindustrien."
9/1/2020,320112,VELDE PRODUKSJON AS,Asfalt av 100 % gjenvunnet masse,989321277,Rogaland,Sandnes,SANDNES,JA,NEI,11/16/2020,2020,2022,"Bygg, anlegg og eiendom",Vi skal utvikle en prosess for produksjon av asfalt basert på 100% gjenvunnet masse.
9/1/2020,320113,STIM. AS,Supersmolt FoU 2020-2021,964873755,Nordland,Vestvågøy,LEKNES,JA,NEI,11/24/2020,2020,2020,Fiskeri og havbruk,"SuperSmolt Feed Only gir effektiv og synkron smoltifisering av 0-åring, 1-åring og storsmolt. Metoden utgjør et kvalitetsmessig sjumilssteg for bedre fiskevelferd og lønnsomhet i produksjonen. Det er ingen tilfeldighet at dødeligheten etter første måned i sjø har blitt vesentlig redusert parallelt med introduksjonen av SuperSmolt Feed Only i 2014.

Gjennom dette FoU-prosjektet skal STIM fortsette å videreutvikle produktet og utvikle nye markeder for SuperSmolt-teknologien."
9/1/2020,320114,INFOSPINE AS,Ny versjon av NetQURE,981600452,Viken,Bærum,ØSTERÅS,JA,NEI,12/17/2020,2020,2021,IKT-næringen,"Prosjektet «NetQURE 2018, del 2» har til hensikt å fullføre videreutviklingen av NetQURE programvare implementert på ny teknologisk plattform med utvidet funksjonalitet og støtte for 5G mobilnett. NetQURE er et kart-orientert verktøy med web-basert grensesnitt for analyse og kvalitetssikring av måledata innhentet fra mobilnett i kombinasjon med mobilnettets infrastruktur. Produktet har eksistert siden 2004 og har blitt kontinuerlig utviklet for å støtte aktuelle nettverksteknologier med fokus på skreddersøm mot brukernes øvrige infrastruktur og informasjonsbehov. 
Produktet er utviklet med Vue.js javascript rammeverk på klient siden og Web API, Microsoft SQL Server med Microsoft Reporting Services på server siden."
9/1/2020,320115,KEENIOUS AS,Utforsking av Keenious' nye søkemetode,919650265,Troms og Finnmark - Romsa ja Finnmárku,Tromsø,TROMSØ,JA,NEI,12/6/2020,2020,2021,Annen tjenesteyting,"Dette forskningsprosjektet ønsker å finne ut hvordan studenter og forskere best kan gjøre akademiske kildesøk gjennom å bruke en prototype som hjelper dem å finne forskningspublikasjoner på en helt ny måte. Søkerens tekst analyseres mens de skriver med kunstig intelligens, som så anbefaler høyt relevante artikler rett i skriveprogrammet. I denne prosessen skal det forskes frem nye kunstig intelligens prosesser for å gi bedre anbefalinger til søkeren. Bedriften Keenious skal derfor i samarbeid med Universitetet i Tromsø "
9/1/2020,320116,VELDE PRODUKSJON AS,Forlengelse gjenbruk av takpapp,989321277,Rogaland,Sandnes,SANDNES,NEI,JA,11/26/2020,2020,2022,"Bygg, anlegg og eiendom",Prosjektets mål er å utvikle metode for å gjenbruke takpapp i produksjon av asfalt.
9/1/2020,320117,VELDE TRANSPORT AS,Logistikksystem for transport av asfalt,914343682,Rogaland,Sandnes,SANDNES,JA,NEI,10/15/2020,2020,2022,Transport og samferdsel,Det skal utvikles et nytt logistikksystem for effektivisering av asfalttransport.
9/1/2020,320118,SKAGEN SHIP CONSULTING AS,3D modellering av neste generasjons smartfartøy (SSC DigiShip),912622681,Rogaland,Stavanger,STAVANGER,NEI,JA,11/11/2020,2020,2022,Maritim,Vi skal utvikle et nytt 3D modelleringsverktøy for bygging og innredning av fartøy.
9/1/2020,320119,FRICH'S MANAGEMENT AS,Utvikling av et nytt bærekraftig innovativt produkt og tjenestetilbud i kjedebasert reiselivsnæring,916632142,Innlandet,Sør-Fron,SØR-FRON,NEI,JA,11/19/2020,2020,2021,Reiseliv,"Prosjektsøker har erfaring med drift av ulike reiselivsbedrifter.  Økonomi og servicetilbudet intern i selskapet og med de vi har managementavtaler med og produkt, og tjenestetilbudet eksternt ønskes utvidet, samt vekst og ekspansjon.  Dette er ikke mulig å oppnå uten et dedikert tjenestetilbud som er strukturert i en ny systemløsning.   Dette er en av grunnen for et ønske om å etablere og gjennomføre et slikt prosjekt, innenfor et bærekraftig helhet innovativt reiseliv som dekker overnatting, bespisning, rekreasjon, kurs og konferanser, opplevelser, mm.  Det skal inneholde elementer for;
- kommunikasjon
- kanaler og kanalvalg
- digitalisering
- plattformer og valg
- verktøy for effektiv og målrettet kommunikasjon, 
- datafangst, lagring og behandling

Dette danner kundedataene som vi skal samle inn, bearbeide og analysere for å vedligeholde, forsterke og videreutvikle vårt totale produkt og tjenestetilbud innen overnatting, bespisning og opplevelse."
9/1/2020,320121,VOLCANIC BASIN PETROLEUM RESEARCH AS,Basalt Carbon Sequestration (BCS),980878716,Oslo,Oslo,OSLO,JA,NEI,11/10/2020,2020,2022,Miljø,"Lagring av CO2 i undergrunnen kan motvirke global oppvarming.  Karbonlagring foregår i dag hovedsakelig enten i tomme olje- og gassfeller eller i porevann i dype sedimentære bergarter. Men det finnes også andre alternativer. På Island lagres det i dag CO2 i vulkanske bergarter, og karbon bindes her permanent i mineralet kalsitt (Carbfix metoden). I dette prosjektet planlegger vi å utvikle ny kunnskap og metodikk for permanent og sikker lagring av CO2 i vulkanske bergarter i dyphavet utenfor midt-Norge. Her finnes det tykke lag av lava som ble dannet for 55 millioner år siden, og disse har et langt større potensial for lagring av CO2 enn tradisjonell injeksjon i sedimentære feller."
9/1/2020,320122,EPCON EVAPORATION TECHNOLOGY AS,Integrasjon av stripper- og krystalliseringsteknologi til helhetlig MVR vannrenseteknologi (fase 2),994469126,Trøndelag - Trööndelage,Trondheim,FLATÅSEN,JA,NEI,11/29/2020,2020,2020,Prosess- og foredlingsindustri,"EPCON Evaporation Technology AS utvikler og leverer anlegg og prosessutstyr for energieffektiv termisk separasjon av industrielle væsker og gjenvinning av industriell overskuddsvarme ved bruk av MVR-teknologi (Mechanical Vapor Recompression). Anleggene anvendes til ulike industrielle applikasjoner, og der de viktigste er næringsmiddel/ingrediens, mineral, biodrivstoff og rensing av industrielle prosess- og avløpsstrømmer.

Målet med prosjektet er å innlemme stripper- og krystalliseringsteknologi til en energieffektiv totalløsning for rensing av industrielle væsker. For kundene øker verdien av restproduktene og/eller gir bedre miljømessig videre behandling når disse kan separeres i spesifikke fraksjoner av løsemiddel, konsentrater og krystallisert stoff. EPCONs løsning vil dermed være et bidrag til sirkulærøkonomien gjennom økt gjenbruk og reduserte utslipp av miljøfarlige stoffer. I mange tilfeller vil kundens avfallskostnader kunne snus til inntekter dersom restproduktene videreselges.

Eksempler på forbedrede prosessløsninger i prosjektet er fraksjonering og stripping av damp/kondensat helintegrert i MVR fallstrømsinndamperen. Dette øker separasjons- og gjenvinningsgraden for flyktige løsemidler (eks. metanol). For  biogass rejektvann anlegg er det utviklet parallelle konsentrattrinn for krystallisering av salter der det vekselvis skjer kontrollert kjemisk vask og oppløsning salter. Dette gir økt oppetid for hovedprosessen og øker potensialet for nye restproduktfraksjoner. En annen nyvinning er en to-trinns MVR kondensatstripperprosess for ammoniakk der vi oppnår høy grad av fleksibilitet for sluttkonsentrasjon av ammoniakk samtidig som at et lavt energiforbruk opprettholdes. 

Ved å innlemme stripper- og krystalliseringsteknologi i EPCONs eksisterende og ledende MVR vannrenseteknologi kan selskapet dekke kundenes behov bedre, styrke konkurransefortrinn til dagens løsninger og adressere et større marked enn i dag."
9/1/2020,320123,PAZZING AS,Utvikling av ny spillplattform for AR-mobilspill med integrert innholdsportal,917780358,Troms og Finnmark - Romsa ja Finnmárku,Tromsø,TROMSØ,JA,NEI,12/14/2020,2020,2021,IKT-næringen,"I dette prosjektet utvikles en ny og innovativ spillplattform. Gjennom PAZZINGs spillapplikasjon for smarttelefoner skal mobilspillere samarbeide for å løse serier med utfordringer i utvidet virkelighet (AR) spredt over ulike geolokasjoner innen en gitt tidsfrist - nesten som ""digitale rebusløp"". I tillegg kan spillere gjennom PAZZINGs innholdsportal selv sette sammen egne serier med kreative oppgaver og utfordringer."
9/1/2020,320124,MEMOSOFT AS,Mobil-App for gravferdskonsulenter på farten,996271323,Vestfold og Telemark,Sandefjord,SANDEFJORD,NEI,JA,12/4/2020,2020,2021,Annen tjenesteyting,"En gravferdskonsulents travle hverdag
De som jobber med begravelser og service til de etterlatte har en svært en variert arbeidssituasjon og ingen dager er like. I tillegg til en hel del papirarbeid i forbindelse med begravelser har de møter med pårørende, stell og henting av døde og ikke minst forberedelse og gjennomføring av begravelser. Det er bare korte perioder av dagen de har anledning til å sette seg ned med kontorarbeid.

Dagens mobil-app gir oversikt og trygghet til gravkonsulenter på farten
Det en mobil løsning hvor de kan fotografere seremonirommet med kiste, kranser og buketter. Disse bildene lastes automatisk opp i prosjektet for begravelsen til bruk i minnebøkene som lages i etterkant av begravelsen. I tillegg kan konsulentene følge med på status for korrekturer de har sendt av programhefter og minnebøker og ikke minst på bestillinger som er gjort. På denne måten kan de føle trygghet for at sakene de har i luften er under kontroll.

Vår kommende mobil-app gir svært utvidede muligheter.
En viktig stressfaktor for en gravkonsulent er det å rekke inn på kontoret og bestille trykk av programhefter før deadline. Nå kan de forta eventuelle endringer i dokumenter og bestille trykk gjennom appen. Dette vil minske stressfaktoren betydelig.

Konsulentene har endel ledig tid når de er ute i begravelser. Vårt skattefunn-prosjektet handler om å utvikle verktøy, slik at de har mulighet for å utnytte denne tiden. Bildene de har tatt fra seremonirommet av kisten, dekorasjoner og kranser skal de nå kunne tagge, sortere, prioritere, fargekorrigere, osv. gjennom appens fjernstyring av serveren. De kan faktisk ferdigstille minneboken, som de etterlatte mottar, mens seremonien pågår."
9/1/2020,320125,BIOCONTROL AS,Måling av metangass-emisjon fra husdyr,959837090,Viken,Rakkestad,RAKKESTAD,JA,NEI,11/24/2020,2020,2021,Landbruk,"Metangassutslipp fra husdyr står for en stor del av utslipp av klimagasser fra landbruket. Drøvtyggere, som storfe, har derfor en stor påvirkning til klimagassutslipp fra landbruket. 

Forskning på metangassutslipp fra husdyr er økende og viktig for å gi mer informasjon om effekten av husdyrutslipp på klima og miljø. Det kan også være viktig å se på hvordan genetikk, fôr og annet kan påvirke metangassutslipp fra husdyrbruket. BioControl ønsker å bidra med å utvikle utstyr for å måle metangassutslipp fra storfe samtidig med registrering av individuelt opptak av grovfôr."
9/1/2020,320127,RAMBØLL NORGE AS,SiteSolve,915251293,Oslo,Oslo,OSLO,NEI,JA,12/2/2020,2020,2022,"Bygg, anlegg og eiendom",Utvikle SiteSolve.
9/1/2020,320128,SQUAREHEAD TECHNOLOGY AS,Discovair G3,987307749,Oslo,Oslo,OSLO,JA,NEI,10/19/2020,2020,2022,Vareproduserende industri,I løpet av prosjektet vil selskapet utvikle neste generasjon sensor for akustisk deteksjon av droner og andre lyd-hendelser.
9/1/2020,320130,RAIN AS,Girl Genious: Adventures in Castle Heterodyne,895383422,Vestland,Bergen,BERGEN,NEI,JA,12/10/2020,2020,2022,Media og kultur,Rain Games har lisensiert deler av den meget populære tegneserien 
9/1/2020,320131,KARNOV GROUP NORWAY AS,Engine Karnov - Publiseringsplattform for å berike Lovdata,924428600,Oslo,Oslo,OSLO,JA,NEI,11/25/2020,2020,2021,Annen tjenesteyting,"Karnov Group Norway skal utvikle et forfatterverktøy som gjør det mulig, på en kostnadseffektiv måte, å publisere redaksjonelle tekster i Norges mest brukte juridiske oppslagsverk.

Ved en slik kostnadseffektiv og sikker publiserings- og valideringsløsning, sikres det en større grad av forutsigbarhet og enhetlig praksis i rettspleien.

Dette har vært den klart mest etterspurte funksjonen i Lovdatas informasjonssystem."
9/1/2020,320132,ELOTEC AS,Elotec Master,864602452,Trøndelag - Trööndelage,Oppdal,OPPDAL,NEI,JA,11/19/2020,2020,2021,"Bygg, anlegg og eiendom","Prosjektet går ut på å utvikle en ny teknologisk løsning for å bygge opp opp strukturert produktinformasjon som gir ansatte og kunder trygghet gjennom at de har oversikt på koblinger og kompatibilitet mellom produkter som inngår i sikkerhetssystemer. 

Elotec ser på dette som ett spennende og unikt prosjekt da det vil være en felles plattform for produktinformasjon, samt at våre kunder for en selvbetjeningsløsing.

Dette er ett stort skritt i den videre digitaliseringen i Elotec, som gir økt konkurransekraft, muligheter for nye forretningsområder og effektivisering av våre interne prosesser."
9/1/2020,320134,PLAACE AS,Plattformutvikling og algoritmer,924898127,Oslo,Oslo,OSLO,NEI,JA,12/4/2020,2020,2021,"Bygg, anlegg og eiendom","Prosjektet har som formål å utvikle en datadrevet plattform som muliggjør økonomisk bærekraftig utvikling av bygulvet. Plattformen vil bistå i å opprette en optimal match eiere av handelslokaler og leietakere (butikker, restauranter mm.) samt optimere sammensetningen av disse. En rekke eksterne datakilder vil gi grunnlaget for anbefalinger og besluttningsstøtte som kommer fra avansert funksjonalitet som skal bli utviklet gjennom prosjektet.

Datadrevne beslutninger og objektive valg vil muliggjøre en bedre utnyttelse av eksisterende lokaler. Et mer transparent marked kombinert med datadrevne beslutninger vil øke produktiviteten til leietakere og gårdeierne og muliggjøre fremskritt på et globalt og systematisk nivå."
9/1/2020,320136,OHMIFY AS,Utvikling av nettbasert skaperskole,920694071,Oslo,Oslo,OSLO,NEI,JA,12/13/2020,2020,2023,Annen tjenesteyting,"Eier Øyvind Nydal Dahl har siden 2012 opparbeidet seg et internasjonalt renome for å forklare elektronikk på nye måter som gjør faget mer tilgjengelig for selv personer uten akademisk bakgrunn.

Gjennom disse årene har vi sett en stor etterspørsel etter en mer tilgjengelig måte å lære praktisk elektronikk på, som et alternativ til en lang og teoretisk universitetsutdannelse. 

Ohmify er en nettbasert skaperskole hvor gründere og oppfinnere verden rundt kan lære seg å bygge egne prototyper ved hjelp av elektronikk."
9/1/2020,320137,BULK LOADERS AS,Utvikling av pneumatisk lastesystem for shipping,988030767,Oslo,Oslo,OSLO,JA,NEI,10/8/2020,2020,2022,Maritim,Bulk Loaders AS jobber med utvikling av et pneumatisk lastesystem for shipping-industrien som skal bidra til å effektivisere bransjen.
9/1/2020,320138,DISPUTAS AS,STUD: Disputas - A platform for analysis and critical reflection.,824563462,Oslo,Oslo,OSLO,JA,NEI,12/7/2020,2020,2021,Media og kultur,"Disputas is a digital environment for analysis that facilitates critical thinking. Through compact formulations, intuitive examples, graphical visualizations and innovative machine learning services, we equip users with tools and analytical methods that enables everyone to understand and evaluate the thought behind text.

A core function is a tool for visualizing the logical structure of text. When content is represented visually, it is easier to understand the meaning, and relations between the ideas expressed becomes clearer. Consider the way a graph represents the statistical content of a long table of numbers. When we read the numbers straight from the table it is difficult to see the relevant relations, and it takes a lot of time to get an overview. The graph summarizes the information we are interested in in a clear way that everyone can understand almost instantaneously. Visual representations of logical structure is clarifying in a comparable way.

The Norwegian ministry of education has a stated goal that public educational institutions offer ""simple, effective and reliable digital services"". We want to help institutions achieve this goal by designing the platform to be well-suited for an educational context. However, we also aim for it to be useful outside of the classroom. Individuals interested in social issues and the arguments that bear on them can use the platform to better understand and evaluate the arguments, and actors with an agenda can use the platform to visualize their message to reach a wider audience. 

With funding from STUD-ENT, and academic support from universities, the platform can be developed in a way that satisfies the objectives of digital educational services. The platform will be made available free of charge on the internet, so that anyone can take advantage of it. In return, we use anonymized user-generated data to develop innovative language technology (NLP) services based on machine learning (artificial intelligence)."
9/1/2020,320139,ROOMSKETCHER AS,Live 3D Embedded i Adobe Air App,991008683,Viken,Bærum,LYSAKER,NEI,JA,12/9/2020,2020,2020,IKT-næringen,"RoomSketcher sin forretningsidé er å gi mennesker som er på jakt etter ny bolig og boligeiere som vil pusse opp sin bolig bedre mulighet til å visualisere hvordan boligen vil se ut med møbler, farger og materialbruk etter deres individuelle smak.
Det setter kjøperne bedre i stand til å vurdere om boligen har nok plass til møblementet man ønsker, og det gjør det også enklere å planlegge og beregne innkjøp av møbler, interiørdetaljer og materialer for oppussing.
Hoveproduktet er en boligplanlegger som kan både kan brukes til å lage profesjonelle plantegninger og å møblere og designe boligen raskt og enkelt. Resultatet kan visualiseres i Live 3D på mobil, nettbrett og PC.
Editeringsfunksjonaliteten er tilgjengelig på iPad, Android Tablet, PC og Mac. Løsningen brukes både av sluttbrukere og profesjonelle aktører som typehus leverandører, utbyggere, eiendomsmeglere, boligfotografer, takstmenn, interiørarkitekter og håndtverkere.
Vi har fått tilbakemedlinger fra brukerne om at de liker å editerer i 2D, men at de ønsker å se 3D modellen synkront i samme app. Hovedmålet med prosjektet er å fremskaffe kunnskap for å utvikle en sømløs integrering av Live 3D i RoomSketcher App. Løsningen må både dekke behovet for profesjonelle aktører som er ute hos kunder og foretar oppmåling av bolig og sluttbrukere som sitter i sofaen og planlegger sin neste bolig. 3D Modellen vi velger må kunne holdes løpende i synch med 2D Modellen, vi må automatisk kunne konvertere våre mer enn 10 000 eksisterende 3D modeller til det nye formatet, 3D Render kvaliteten må være akseptabel, 3D løsningen må ikke sakke ned selve tegneoperasjonen og løsningen må virke på forholdsvis lowend devices."
9/1/2020,320142,INCUMEDIC AS,BiOxy - ventilator for emergency use,924000554,Vestfold og Telemark,Skien,SKIEN,JA,NEI,11/4/2020,2020,2023,Helsenæringen,"BiOxy - Mekanisk ventilator beregnet for bruk i forbindelse med Covid 19 pandemien, særlig i lavinntektsland og senere til permanent bruk i land som uansett ønsker å øke kapasiteten for behandlingen av intensivpasienter. BiOxy vil også bidra til at helsevesenet vil få økt beredskap til fremtidige pandemier. BiOxy skal kunne fungere vha luftrykk og kunne brukes uten strøm eller elektrisitet, være portabel og tåle bruk uavhengig av fuktighet, støv og temperatur."
